20000.0000,500.0000,190136.6842,109.2872,109.7271,0.6842,19117.6500,932.4000,882.3500,1814.7500
100.0000,1000.0000,22591.5789,108.5768,109.1501,933.8789,0.0000,115.9500,100.0000,215.9500
200.0000,1000.0000,44430.8947,108.9640,109.4425,876.3447,0.0000,224.2000,200.0000,424.2000
500.0000,1000.0000,108928.7368,109.2272,109.6709,709.4368,0.0000,539.5000,500.0000,1039.5000
1000.0000,1000.0000,215256.9474,109.3203,109.7615,437.0474,0.0000,1054.3000,1000.0000,2054.3000
2000.0000,1000.0000,386718.4211,109.3814,109.8309,0.7211,191.9000,1882.4500,1808.1000,3690.5500
5000.0000,1000.0000,386718.4211,109.3814,109.8309,0.7211,3191.9000,1882.4500,1808.1000,3690.5500
10000.0000,1000.0000,386718.4211,109.3814,109.8309,0.7211,8191.9000,1882.4500,1808.1000,3690.5500
20000.0000,1000.0000,386718.4211,109.3814,109.8309,0.7211,18191.9000,1882.4500,1808.1000,3690.5500
100.0000,2000.0000,22591.5789,108.5768,109.1501,1933.8789,0.0000,115.9500,100.0000,215.9500
200.0000,2000.0000,44430.8947,108.9640,109.4425,1876.3447,0.0000,224.2000,200.0000,424.2000
500.0000,2000.0000,108928.7368,109.2272,109.6709,1709.4368,0.0000,539.5000,500.0000,1039.5000
1000.0000,2000.0000,215256.9474,109.3203,109.7615,1437.0474,0.0000,1054.3000,1000.0000,2054.3000
2000.0000,2000.0000,427099.6316,109.4085,109.8595,900.7816,0.0000,2075.7000,2000.0000,4075.7000
5000.0000,2000.0000,783206.8947,109.4398,109.8998,0.6447,1312.7000,3787.2000,3687.3000,7474.5000
10000.0000,2000.0000,783206.8947,109.4398,109.8998,0.6447,6312.7000,3787.2000,3687.3000,7474.5000
20000.0000,2000.0000,783206.8947,109.4398,109.8998,0.6447,16312.7000,3787.2000,3687.3000,7474.5000
100.0000,5000.0000,22591.5789,108.5768,109.1501,4933.8789,0.0000,115.9500,100.0000,215.9500
200.0000,5000.0000,44430.8947,108.9640,109.4425,4876.3447,0.0000,224.2000,200.0000,424.2000
500.0000,5000.0000,108928.7368,109.2272,109.6709,4709.4368,0.0000,539.5000,500.0000,1039.5000
1000.0000,5000.0000,215256.9474,109.3203,109.7615,4437.0474,0.0000,1054.3000,1000.0000,2054.3000
2000.0000,5000.0000,427099.6316,109.4085,109.8595,3900.7816,0.0000,2075.7000,2000.0000,4075.7000
5000.0000,5000.0000,1059802.2105,109.4570,109.9218,2304.0105,0.0000,5114.3500,5000.0000,10114.3500
10000.0000,5000.0000,1972011.7368,109.4595,109.9351,0.7368,663.6500,9486.3500,9336.3500,18822.7000
20000.0000,5000.0000,1972011.7368,109.4595,109.9351,0.7368,10663.6500,9486.3500,9336.3500,18822.7000
100.0000,10000.0000,22591.5789,108.5768,109.1501,9933.8789,0.0000,115.9500,100.0000,215.9500
200.0000,10000.0000,44430.8947,108.9640,109.4425,9876.3447,0.0000,224.2000,200.0000,424.2000
500.0000,10000.0000,108928.7368,109.2272,109.6709,9709.4368,0.0000,539.5000,500.0000,1039.5000
1000.0000,10000.0000,215256.9474,109.3203,109.7615,9437.0474,0.0000,1054.3000,1000.0000,2054.3000
2000.0000,10000.0000,427099.6316,109.4085,109.8595,8900.7816,0.0000,2075.7000,2000.0000,4075.7000
5000.0000,10000.0000,1059802.2105,109.4570,109.9218,7304.0105,0.0000,5114.3500,5000.0000,10114.3500
10000.0000,10000.0000,2111471.3684,109.4576,109.9345,4647.4684,0.0000,10154.3500,10000.0000,20154.3500
20000.0000,10000.0000,3959064.8947,109.4727,109.9590,0.6947,1206.2500,18997.3000,18793.7500,37791.0500
100.0000,20000.0000,22591.5789,108.5768,109.1501,19933.8789,0.0000,115.9500,100.0000,215.9500
200.0000,20000.0000,44430.8947,108.9640,109.4425,19876.3447,0.0000,224.2000,200.0000,424.2000
500.0000,20000.0000,108928.7368,109.2272,109.6709,19709.4368,0.0000,539.5000,500.0000,1039.5000
1000.0000,20000.0000,215256.9474,109.3203,109.7615,19437.0474,0.0000,1054.3000,1000.0000,2054.3000
2000.0000,20000.0000,427099.6316,109.4085,109.8595,18900.7816,0.0000,2075.7000,2000.0000,4075.7000
5000.0000,20000.0000,1059802.2105,109.4570,109.9218,17304.0105,0.0000,5114.3500,5000.0000,10114.3500
10000.0000,20000.0000,2111471.3684,109.4576,109.9345,14647.4684,0.0000,10154.3500,10000.0000,20154.3500
20000.0000,20000.0000,4212307.4211,109.4706,109.9576,9360.4711,0.0000,20209.1500,20000.0000,40209.1500
